index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
1042,Illinois,2018-19,Jonas E Salk Elementary,,Bolingbrook,Will,,617.0,99.02755267,-1.0,,,
1605,Michigan,2018-19,McKinley Elementary,,,Macomb,Van Dyke Public Schools,57.0,-1.0,87.7,,1.8,
794,Arizona,2018-19,Saint Gregory,Private,Phoenix,Maricopa,,45.0,91.11,-1.0,,,6.67
588,Michigan,2018-19,Westlake Elementary,,,Calhoun,Lakeview School District (Calhoun),67.0,-1.0,95.5,,4.5,
347,Utah,2017-18,Cherry Hill Elementary,Public,Orem,Utah,,675.0,95.85,-1.0,,0.3,3.26
1211,Pennsylvania,2017,Orendorf Elementary,,Manchester,,,77.0,96.1,-1.0,,,
1137,Arizona,2018-19,Desert Christian K-8,Private,Tucson,Pima,,,-1.0,-1.0,,,
346,Oklahoma,,Roosevelt Elementary,,Norman,Cleveland,,,-1.0,95.0,,5.0,
1144,Virginia,2018-19,R. Dean Kilby Elementary,,,Prince William,Prince William,146.0,-1.0,90.4,,0.68,
1704,Michigan,2018-19,Plymouth Elementary,,,Midland,Midland Public Schools,81.0,-1.0,85.2,,6.2,
507,Arizona,2018-19,Sturgeon Cromer Elementary,Public,Flagstaff,Coconino,,86.0,95.35,-1.0,,,3.49
453,New York,2017-18,Our Lady Queen Of Peace,Private,Staten Island,Richmond,,,100.0,-1.0,,,
231,Florida,2018-19,Southwest Elementary,,,,Polk,61.0,-1.0,98.36,,,
5593,California,2018-19,Vista Condor Global Academy,Public,Santa Ana,Orange,,26.0,95.0,95.0,,5.0,
170,Pennsylvania,2017,Hopewell Elementary,,Aliquippa,,,46.0,100.0,-1.0,,,
95,Vermont,2018-19,Bellows Free Academy Fairfax,,,Franklin,,870.0,98.50574713,95.74712644,,,
1615,New Jersey,,Memorial - Paramus,,,Bergen,,53.0,-1.0,92.4,7.6,,
7936,California,2018-19,The Saklan,Private,Moraga,Contra Costa,,8.0,-1.0,-1.0,,,
397,Washington,,Seaview Elementary,,Edmonds,Snohomish,,,95.56,95.56,2.22,,2.22
65,Texas,2018-19,Holy Family Catholic School Corpus Christi,,,Nueces,,,100.0,-1.0,,,
340,Arkansas,2018-19,Sidney Deener Elem.,,Searcy,,,452.0,77.21239,-1.0,,,
553,Illinois,2018-19,St Teresa,,Belleville,Saint Clair,,275.0,99.63636364,-1.0,,0.36,
1753,California,2018-19,Edisonbethune Charter Academy,Public,Fresno,Fresno,,83.0,98.0,98.0,,2.0,
715,Minnesota,2017-18,Lakeview Elementary,,,Dakota,,89.0,91.01,-1.0,,3.37,5.62
427,Arkansas,2018-19,Oak Grove Elementary,,North Little Rock,,,291.0,70.79038,-1.0,,,
220,Minnesota,2017-18,Blooming Prairie Elementary,,,Steele,,53.0,98.11,-1.0,,1.89,
5533,California,2018-19,Think College Now,Public,Oakland,Alameda,,49.0,95.0,95.0,,5.0,
192,Pennsylvania,2017,Kings Highway Elementary,,Coatesville,,,66.0,100.0,-1.0,,,
439,Idaho,2018-19,St. Edward's Catholic,,Twin Falls,Twin Falls,Private,,-1.0,51.85185185,7.407407407,,
110,Tennessee,2018-19,Power Center Academy,,,Shelby ,,123.0,-1.0,100.0,,,
779,Michigan,2018-19,New Bedford Academy,,,Monroe,New Bedford Academy,18.0,-1.0,94.4,,5.6,
926,Illinois,2018-19,Marquette Elementary,,Chicago,Cook,,1065.0,99.15492958,-1.0,,,
1263,Arizona,2018-19,Primrose School Of Fletcher Heights,Private,Peoria,Maricopa,,,-1.0,-1.0,,,
156,Iowa,2018-19,Riverside Elementary,,,Pottawattamie,,319.0,-1.0,98.4,,,
1536,Ohio,2018-19,Almira,Public,Cleveland,Cuyahoga,,56.0,87.5,82.14,,,
1692,Florida,2018-19,Championship Academy Of Distinction West Broward,,,,Broward,45.0,-1.0,91.11,,2.222222222,
1102,Arizona,2018-19,Bella Montessori,Private,Gilbert,Maricopa,,,-1.0,-1.0,,,
43,California,2018-19,Armona Elementary,Public,Armona,Kings,,137.0,99.0,96.0,,1.0,
2598,New York,2017-18,Ernest C Myer,Public,Hurley,Ulster,,,97.7,-1.0,1.84,0.46,
728,Connecticut,2017-18,The Country,Nonpublic,Madison,New Haven,,,-1.0,-1.0,,,
1053,Arizona,2018-19,Caurus Academy,Charter,Phoenix,Maricopa,,49.0,65.31,-1.0,,,16.33
1002,North Carolina,2018-19,Stateside Elementary,,,Onslow,,106.0,-1.0,99.1,1.9,0.9,
189,Colorado,2017-18,Graham Mesa Elementary,Kindergarten,,Garfield,El Paso County,60.0,100.0,80.0,6.67,,1.67
2975,California,2018-19,Ricardo Lizarraga Elementary,Public,Los Angeles,Los Angeles,,82.0,98.0,98.0,,2.0,
835,Massachusetts,2018-19,Acera,Private,Winchester,Middlesex,,,-1.0,-1.0,,,
7619,California,2018-19,Richard Henry Dana Exceptional Needs,Public,Dana Point,Orange,,3.0,-1.0,-1.0,,,
737,Oklahoma,,Sequoyah Elementary,,Tulsa,Tulsa,,,-1.0,75.0,,3.0,
526,Texas,2018-19,Texas Christian,,,Harris,,,93.33,-1.0,,,
876,Illinois,2018-19,Perspectives Chtr - Joslin Campus,,Chicago,Cook,,382.0,99.21465969,-1.0,,0.79,
249,Wisconsin,2018-19,Saint Pauls Evang Lutheran,,Onalaska,La Crosse,,,-1.0,95.0,5.0,,5.0
381,North Carolina,2018-19,Hiddenite Elementary,,,Alexander,,60.0,-1.0,100.0,,,
2286,New York,2017-18,Kent Elementary,Public,Carmel,Putnam,,,98.4,-1.0,1.56,,
2907,New York,2017-18,Rockland Boces,BOCES,West Nyack,Rockland,,,96.3,-1.0,1.9,0.27,
1538,Ohio,2018-19,Edison Prek-6,Public,Dayton,Montgomery,,56.0,87.5,87.5,,,
4571,California,2018-19,Cornerstone Christian,Private,Antioch,Contra Costa,,39.0,95.0,95.0,,5.0,
147,Wisconsin,2018-19,Merrill Elementary,,Beloit,Rock,,,-1.0,95.0,5.0,,5.0
482,Connecticut,2017-18,Charles H. Barrows Stem Academy,Public,Windham,Windham,,,93.65,-1.0,6.35,,
2458,Illinois,2018-19,Raymond Grade,,Raymond,Montgomery,,141.0,97.16312057,-1.0,1.42,0.71,
841,Tennessee,2018-19,Shady Grove Elementary,,,Shelby ,,71.0,-1.0,91.5,,1.4,
4654,California,2018-19,Ferndale Elementary,Public,Ferndale,Humboldt,,37.0,95.0,95.0,,5.0,
1408,Washington,,Children's Institute For Learning Differences (Child),,Renton,King,,,-1.0,-1.0,,,
85,Idaho,2018-19,Paul Elementary,,Paul,Minidoka,Minidoka,,-1.0,94.18604651,1.162790698,,
4833,California,2018-19,Kern Avenue Elementary,Public,Mcfarland,Kern,,112.0,95.0,95.0,,,
145,North Dakota,2017-18,Century Elementary,,Grand Forks,Grand Forks,,73.0,94.52,-1.0,2.739726027,,1.369863014
5138,California,2018-19,Playa Vista Elementary,Public,Playa Vista,Los Angeles,,138.0,95.0,89.0,,3.0,
229,California,2018-19,Cunningham Elementary,Public,Turlock,Stanislaus,,108.0,99.0,98.0,,,
979,Virginia,2018-19,Joseph H. Saunders Elementary,,,Newport News City,Peninsula,134.0,-1.0,93.3,2.99,0.75,
2718,California,2018-19,Nextgeneration Steam Academy,Public,Lathrop,San Joaquin,,80.0,98.0,98.0,,2.0,
638,Ohio,2018-19,Midvale Elementary,Public,Midvale,Tuscarawas,,64.0,96.88,95.31,,1.56,
654,Oklahoma,,Central High Elementary,,Marlow,Stephens,,,-1.0,84.0,,4.0,
3333,New York,2017-18,New Conquest,Private,Penn Yan,Yates,,,85.7,-1.0,14.29,,
303,California,2018-19,Edwin Rhodes Elementary,Public,Chino,San Bernardino,,146.0,99.0,98.0,,,
54,Maine,2018-19,North Haven Community,,,Knox,,6.0,100.0,-1.0,,,
865,North Carolina,2018-19,Trindale Elementary,,,Randolph,,47.0,-1.0,100.0,,,
840,Ohio,2018-19,Birch Elementary,Public,North Olmsted,Cuyahoga,,118.0,95.76,88.98,,,
596,New York,2017-18,St Benedict,Private,Bronx,Bronx,,,100.0,-1.0,,,
846,Wisconsin,2018-19,Roosevelt Elementary,,Oshkosh,Winnebago,,,-1.0,88.0,5.0,,10.0
1895,California,2018-19,Freedom Elementary,Public,Modesto,Stanislaus,,90.0,98.0,98.0,,2.0,
842,Iowa,2018-19,Hillside Christian,,,Johnson,,18.0,-1.0,-1.0,,,
780,Arizona,2018-19,American Leadership Academy - Mesa,Charter,Mesa,Maricopa,,69.0,91.3,-1.0,,,11.59
1213,Minnesota,2017-18,Nett Lake Elementary,,,St. Louis,,,-1.0,-1.0,,,
961,Oklahoma,,William Bradford Christian,,Pryor,Mayes,,,-1.0,-1.0,,,
463,California,2018-19,Henry Haight Elementary,Public,Alameda,Alameda,,124.0,99.0,99.0,,1.0,
1283,Washington,,Columbia Valley Elementary,,Vancouver,Clark,,,67.05,51.14,,,3.41
2602,Illinois,2018-19,Nicholson Elementary,,Montgomery,Kane,,289.0,96.88581315,-1.0,0.69,,
541,Washington,,Crownhill Elementary,,Bremerton,Kitsap,,,93.85,87.69,,,3.08
211,Oregon,2018-19,Walterville Elementary,,,Lane,,24.0,97.02380952,96.42857143,,,2.380952381
233,Maine,2018-19,Lincoln Elementary,,,Kennebec,,51.0,92.16,-1.0,9.8,,
995,New York,2017-18,Oak Park Elementary,Public,Brentwood,Suffolk,,,99.7,-1.0,0.14,,
473,Washington,,Park Orchard Elementary,,Kent,King,,,94.74,90.79,,,3.95
812,Minnesota,2017-18,St Theodores El,,,Freeborn,,9.0,88.89,-1.0,,,
626,California,2018-19,Limerick Avenue Elementary,Public,Canoga Park,Los Angeles,,140.0,99.0,97.0,,1.0,
5556,California,2018-19,Twain Harte,Public,Twain Harte,Tuolumne,,30.0,95.0,93.0,,,
1256,Washington,,Tri-City Junior Academy,,Pasco,Franklin,,,71.43,71.43,,,
488,Tennessee,2018-19,Stewarts Creek Elementary,,,Rutherford ,,148.0,-1.0,95.9,4.1,,
3313,California,2018-19,Taft Primary,Public,Taft,Kern,,50.0,98.0,98.0,,2.0,
1995,Ohio,2018-19,Allen County Board Of Dd,Public,Lima,Allen,,,-1.0,-1.0,,,
371,Idaho,2018-19,Lindy Ross Elementary,,Dubois,Clark,Clark,,-1.0,75.0,,,
4613,California,2018-19,Dunlap Elementary,Public,Dunlap,Fresno,,49.0,95.0,94.0,,,
869,Massachusetts,2018-19,Berkshire Meadows (Jri),Private,Housatonic,Berkshire,,,-1.0,-1.0,,,
900,Wisconsin,2018-19,Saint James Grade,,Eau Claire,Eau Claire,,,-1.0,87.0,5.0,,13.0
868,Ohio,2018-19,Muraski Elementary,Public,Strongsville,Cuyahoga,,90.0,95.56,94.44,,4.44,
3792,California,2018-19,H. Allen Hight Elementary,Public,Sacramento,Sacramento,,140.0,97.0,94.0,,1.0,
1269,Florida,2018-19,Dania Elementary,,,,Broward,63.0,-1.0,93.65,1.587301587,,
5714,California,2018-19,Joseph Weller Elementary,Public,Milpitas,Santa Clara,,50.0,94.0,90.0,,,
477,Oregon,2018-19,James Templeton Elementary,,,Washington,,72.0,94.36363636,92.54545455,,0.181818182,2.363636364
183,Idaho,2018-19,Crimson Point Elementary,,Kuna,Ada,Kuna,,-1.0,89.09090909,10.90909091,,
822,Iowa,2018-19,Doon Christian,,,Lyon,,16.0,-1.0,-1.0,,,
1587,Michigan,2018-19,Tri Township,,,Delta,Rapid River Public Schools,25.0,-1.0,88.0,,12.0,
387,Washington,,Hazel Valley Elementary,,Burien,King,,,95.65,89.13,,1.09,
2929,New York,2017-18,Meorot Beit Yaakov,Private,Brooklyn,Kings,,,96.1,-1.0,4.18,,
227,Connecticut,2017-18,Coventry Grammar,Public,Coventry,Tolland,,,98.36,-1.0,0.82,,
431,Idaho,2018-19,Inspire Connections Academy,,Boise,Ada,Charter,,-1.0,57.57575758,42.42424242,,
2082,New York,2017-18,St Louis,Private,Pittsford,Monroe,,,98.7,-1.0,1.33,,
1946,Illinois,2018-19,Southeast Area Elementary,,Chicago,Cook,,594.0,97.97979798,-1.0,0.17,,
497,North Carolina,2018-19,Marjorie Williams Academy,,,Avery,,10.0,-1.0,100.0,,,
1162,Arizona,2018-19,Fountain Hills Charter School - Glenbrook,Charter,Fountain Hills,Maricopa,,,-1.0,-1.0,,,
20,Missouri,2018-19,Holy Trinity,,St Ann,,,,99.0,-1.0,,,
4361,California,2018-19,Achieve Charter School Of Paradise Inc.,Public,Paradise,Butte,,24.0,95.0,92.0,,4.0,
1584,North Carolina,2018-19,Queen City STEM,,,Mecklenburg,,74.0,-1.0,91.9,1.4,,
317,Tennessee,2018-19,Boones Creek Elementary ,,,Washington ,,75.0,-1.0,97.3,1.3,,
425,Colorado,2017-18,Psd Options,Kindergarten,,Larimer,Jefferson County R-1,13.0,100.0,61.54,,,38.46
279,Tennessee,2018-19,Newbern Elementary School ,,,Dyer ,,86.0,-1.0,97.7,1.2,,
3017,Illinois,2018-19,Wells Elementary,,Grayville,White,,155.0,95.48387097,-1.0,,,
303,Massachusetts,2018-19,Witchcraft Heights,Public,Salem,Essex,,,100.0,-1.0,,,
5991,California,2018-19,Stoneybrooke Christian Schools,Private,San Juan Capistrano,Orange,,61.0,92.0,92.0,,7.0,
540,Oklahoma,,Krebs Public,,Krebs,Pittsburg,,,-1.0,90.0,,,
6941,California,2018-19,Fenton Avenue Charter,Public,Lake View Terrace,Los Angeles,,13.0,-1.0,-1.0,,,
1059,Massachusetts,2018-19,Joseph Tynan,Public,South Boston,Suffolk,,,-1.0,-1.0,,,
8,New Jersey,,Academy at St. Mary,,,Bergen,,9.0,-1.0,100.0,,,
3477,California,2018-19,Walnut Elementary,Public,Baldwin Park,Los Angeles,,97.0,98.0,98.0,,2.0,
173,Maine,2018-19,Franklin County Totals,,,Franklin,,231.0,94.81,-1.0,0.43,,8.23
1562,Ohio,2018-19,Crim Elementary,Public,Bowling Green,Wood,,78.0,87.18,80.77,,,
136,Arizona,2018-19,Summit View Elementary,Public,Tucson,Pima,,68.0,100.0,-1.0,,,
1155,Virginia,2018-19,Norfolk Collegiate School,,,Norfolk City,Norfolk,20.0,-1.0,90.0,,,
4400,California,2018-19,Antelope Meadows Elementary,Public,Antelope,Placer,,163.0,95.0,95.0,,4.0,
3175,California,2018-19,Sierra Vista K8,Public,Vacaville,Solano,,50.0,98.0,98.0,,2.0,
1385,North Carolina,2018-19,Elmhurst Elementary,,,Pitt,,55.0,-1.0,96.4,,,
765,Tennessee,2018-19,Centertown Elementary ,,,Warren ,,56.0,-1.0,92.9,,1.8,
1742,Michigan,2018-19,Glen H. Peters,,,Macomb,Macomb ISD,12.0,-1.0,83.3,,16.7,
905,North Carolina,2018-19,W M Jenkins Elementary,,,Catawba,,70.0,-1.0,100.0,4.3,,
657,Wisconsin,2018-19,Elmore Elementary,,Green Bay,Brown,,,-1.0,90.0,5.0,,5.0
639,Oregon,2018-19,Academy Of Arts And Academics,,,Lane,,12.0,89.12133891,85.35564854,,,9.205020921
1166,Virginia,2018-19,London Towne Elementary,,,Fairfax,Fairfax,117.0,-1.0,89.7,1.71,0.85,
361,Minnesota,2017-18,Webster Elementary,,,Ramsey,,58.0,96.55,-1.0,,,1.72
1635,Florida,2018-19,Pine Crest Elementary,,,,Seminole,108.0,-1.0,91.67,,,
173,Arkansas,2018-19,Greenbrier Wooster Elementary,,Greenbrier,,,445.0,84.94382,-1.0,,,
7,Tennessee,2018-19,Aspire East Academy,,,Shelby ,,84.0,-1.0,100.0,,,
167,Arkansas,2018-19,Dwight Elementary,,Russellville,,,256.0,85.15625,-1.0,,,
3459,California,2018-19,Vista Grande Elementary,Public,Danville,Contra Costa,,98.0,98.0,98.0,,2.0,
621,Connecticut,2017-18,Indian Mountain,Nonpublic,Salisbury,Litchfield,,,-1.0,-1.0,,,
980,Illinois,2018-19,Lincoln Elementary,,Dolton,Cook,,335.0,99.10447761,-1.0,,,
166,Wisconsin,2018-19,Northside Elementary,,Sun Prairie,Dane,,,-1.0,95.0,5.0,,5.0
6330,California,2018-19,Grace Brethren Elementary,Private,Simi Valley,Ventura,,68.0,81.0,79.0,,1.0,
852,Tennessee,2018-19,Sarah Moore Greene Magnet,,,Knox ,,80.0,-1.0,91.3,1.3,,
2902,New York,2017-18,Cherry Lane,Public,Carle Place,Nassau,,,96.3,-1.0,0.94,0.31,
1663,North Carolina,2018-19,North End Elementary,,,Person,,21.0,-1.0,85.7,,,
6209,California,2018-19,Community Montessori,Public,Escondido,San Diego,,129.0,87.0,87.0,,10.0,
951,Wisconsin,2018-19,ALBA,,Milwaukee,Milwaukee,,,-1.0,85.0,5.0,,5.0
60,Iowa,2018-19,Franklin Elementary,,,Pottawattamie,,445.0,-1.0,99.1,,,
1599,New York,2017-18,Our Lady Catholic Academy,Private,So Ozone Park,Queens,,,99.2,-1.0,,,
746,Tennessee,2018-19,Lakeside Park Elementary,,,Sumner ,,44.0,-1.0,93.2,,,
193,Ohio,2018-19,St Charles Borromeo,Private,Kettering,Montgomery,,63.0,100.0,98.41,,,
415,Oregon,2018-19,Brush College Elementary,,,Polk,,38.0,95.03546099,92.55319149,,,3.191489362
1245,New York,2017-18,Oxhead Road,Public,Centereach,Suffolk,,,99.5,-1.0,0.48,0.24,
1634,Illinois,2018-19,Liberty Elementary,,Orland Park,Cook,,548.0,98.35766423,-1.0,1.46,,
703,Connecticut,2017-18,Saint Thomas The Apostle,Nonpublic,West Hartford,Hartford,,,-1.0,-1.0,,,
718,Iowa,2018-19,Lisbon Elementary,,,Linn,,288.0,-1.0,91.7,,,
973,Ohio,2018-19,Mcvay Elementary,Public,Westerville,Franklin,,77.0,94.81,93.51,,3.9,
4273,California,2018-19,Pierce Elementary,Public,Ridgecrest,Kern,,81.0,96.0,95.0,,,
583,Oklahoma,,Afton Elementary,,Afton,Ottawa,,,-1.0,88.0,,6.0,
2465,California,2018-19,Los Arboles Literacy And Technology Academy,Public,San Jose,Santa Clara,,103.0,98.0,97.0,,,
5078,California,2018-19,Our Lady Of Guadalupe Elementary,Private,Hermosa Beach,Los Angeles,,36.0,95.0,95.0,,5.0,
62,Michigan,2018-19,Holy Rosary,,,Genesee,Kearsley Community Schools,15.0,-1.0,100.0,,,
821,Massachusetts,2018-19,Haynes Early Education Ctr,Public,Roxbury,Suffolk,,,65.0,-1.0,,,
762,Michigan,2018-19,Atlanta all Buildings,,,Montmorency,Atlanta Community Schools,18.0,-1.0,94.4,,,
818,New York,2017-18,School 67 Joseph C Wilson Magnet Hs Comme,Public,Rochester,Monroe,,,99.9,-1.0,,,
4046,California,2018-19,Vista Grande Elementary,Public,San Diego,San Diego,,89.0,97.0,97.0,,2.0,
116,Utah,2017-18,Sunset View Elementary,Public,Provo,Utah,,582.0,98.28,-1.0,,,1.37
471,Florida,2018-19,Sunset Park Elementary,,,,Dade,67.0,-1.0,97.01,,,
1242,Minnesota,2017-18,Schaeffer Academy,,,Olmsted,,,-1.0,-1.0,,,
389,California,2018-19,Fred L. Williams Elementary,Public,Oxnard,Ventura,,125.0,99.0,99.0,,1.0,
3512,New York,2017-18,Hawthorne Valley,Private,Ghent,Columbia,,,44.0,-1.0,51.44,1.23,
83,Oregon,2018-19,Dry Hollow Elementary,,,Wasco,,72.0,98.2300885,96.23893805,,,1.10619469
4330,California,2018-19,Trabuco Mesa Elementary,Public,Rancho Santa Margarita,Orange,,81.0,96.0,96.0,,1.0,
58,Iowa,2018-19,Fayette Elementary,,,Fayette,,106.0,-1.0,99.1,,,
242,Oklahoma,,Southside Elementary,,Coweta,Wagoner,,,-1.0,97.0,,3.0,
709,Arizona,2018-19,International School Of Tucson,Private,Tucson,Pima,,27.0,92.59,-1.0,,,11.11
1239,Ohio,2018-19,Grant Elementary,Public,Willoughby,Lake,,118.0,92.37,88.98,,1.69,
1197,Florida,2018-19,Tinker K-8,,,,Hillsborough,83.0,-1.0,93.98,1.204819277,,
3871,California,2018-19,Lucerne Valley Elementary,Public,Lucerne Valley,San Bernardino,,65.0,97.0,88.0,,,
387,Ohio,2018-19,Glen Oak Elementary,Public,Lewis Center,Delaware,,109.0,98.17,96.33,,1.83,
1914,Florida,2018-19,Pinecrest North Preparatory (Fontainebleau Campus),,,,Dade,82.0,-1.0,89.02,1.219512195,,
310,Colorado,2017-18,Mary E Pennock Elementary,Kindergarten,,Adams,Jefferson County R-1,84.0,100.0,92.86,,,7.14
1356,Illinois,2018-19,Early Learning Center,,West Chicago,Dupage,,151.0,98.67549669,-1.0,1.32,,
7230,California,2018-19,Leas Christian,Private,San Lorenzo,Alameda,,16.0,-1.0,-1.0,,,
1360,California,2018-19,Belvedere Elementary,Public,Los Angeles,Los Angeles,,169.0,98.0,97.0,,1.0,
1048,Massachusetts,2018-19,James B Congdon,Public,New Bedford,Bristol,,,-1.0,-1.0,,,
2098,New Jersey,,NJ for the Deaf,,,Mercer,,,-1.0,-1.0,,,
2,Arkansas,2018-19,Thomas C Brunson Elementary,,Warren,,,279.0,95.69892,-1.0,,,
1383,Ohio,2018-19,Hilltop Elementary,Public,Canfield,Mahoning,,95.0,90.53,87.37,,,
184,Wisconsin,2018-19,Pioneer Elementary,,Green Bay,Brown,,,-1.0,95.0,5.0,,5.0
191,Massachusetts,2018-19,Manomet Elementary,Public,Plymouth,Plymouth,,,100.0,-1.0,,,
1581,Ohio,2018-19,Emerson Elementary,Public,Sidney,Shelby,,66.0,86.36,86.36,,4.55,
165,North Dakota,2017-18,Lamoure Elementary,,LaMoure,LaMoure,,15.0,93.33,-1.0,,,
138,California,2018-19,Canoga Park Elementary,Public,Canoga Park,Los Angeles,,141.0,99.0,99.0,,1.0,
107,Virginia,2018-19,Granite Christian Academy,,,Wythe,Mount Rogers,,-1.0,100.0,,,
914,Florida,2018-19,Oak Grove Elementary,,,,Dade,82.0,-1.0,95.12,,,
2916,Illinois,2018-19,Unity Christian,,Energy,Williamson,,222.0,95.94594595,-1.0,3.15,,
97,Illinois,2018-19,Day Treatment,,Peoria,Peoria,,24.0,100.0,-1.0,,,
5594,California,2018-19,Vista Del Valle Elementary,Public,Claremont,Los Angeles,,48.0,95.0,95.0,,5.0,
814,New Jersey,,Prospect Park 1,,,Passaic,,75.0,-1.0,98.7,,,
1847,Ohio,2018-19,Winesburg Elementary,Public,Winesburg,Holmes,,34.0,70.59,52.94,,26.47,
913,North Carolina,2018-19,Wallace Elementary,,,Duplin,,117.0,-1.0,100.0,,,
972,Tennessee,2018-19,Rocketship Nashville Northeast Elementary,,,Davidson ,,112.0,-1.0,84.8,,,
1905,Florida,2018-19,South Grade Elementary,,,,Palm Beach,138.0,-1.0,89.13,,,
3010,California,2018-19,Riverbend Elementary,Public,Yuba City,Sutter,,76.0,98.0,98.0,,2.0,
328,Arkansas,2018-19,Riverside East Elem.,,Caraway,,,212.0,77.83019,-1.0,,,
2961,California,2018-19,Reach Leadership Steam Academy,Public,Riverside,Riverside,,74.0,98.0,98.0,,2.0,
2941,New York,2017-18,The Blue,Private,New York,New York,,,96.0,-1.0,3.96,,
392,Washington,,Syre Elementary,,Shoreline,King,,,95.65,91.3,,1.45,5.8
1710,New York,2017-18,Trevor Day,Private,New York,New York,,,99.1,-1.0,0.95,0.19,
304,New Jersey,,Kings Road,,,Morris,,39.0,-1.0,100.0,,,
1120,California,2018-19,Walnut Avenue Elementary,Public,Chino,San Bernardino,,116.0,99.0,98.0,,,
717,New York,2017-18,Ucp-Smiths Lane,Private,Commack,Suffolk,,,100.0,-1.0,1.82,,
2384,Illinois,2018-19,Arbor View Elementary,,Glen Ellyn,Dupage,,297.0,97.30639731,-1.0,1.35,0.67,
284,Minnesota,2017-18,Lincoln Elementary,,,Rice,,77.0,97.4,-1.0,,,
223,Utah,2017-18,Overlake Elementary,Public,Tooele,Tooele,,639.0,97.18,-1.0,,,2.66
974,Minnesota,2017-18,Morning Son Christian,,,Otter Tail,,10.0,80.0,-1.0,,,20.0
138,Maine,2018-19,Leeds Central,,,Androscoggin,,27.0,96.3,-1.0,,,3.7
29,Iowa,2018-19,United Community South,,,Boone,,164.0,-1.0,99.4,,,
1831,California,2018-19,Fairmeadow Elementary,Public,Palo Alto,Santa Clara,,70.0,98.0,98.0,,2.0,
666,Oregon,2018-19,Bethany Charter,,,Marion,,16.0,86.13138686,81.75182482,,,8.759124088
326,Washington,,Lewis And Clark Elementary,,Richland,Benton,,,96.47,94.12,,,1.18
1164,Illinois,2018-19,Newport Elementary,,Wadsworth,Lake,,270.0,98.88888889,-1.0,,,
3324,California,2018-19,Tenderloin Community,Public,San Francisco,San Francisco,,55.0,98.0,98.0,,2.0,
243,Michigan,2018-19,Yeshivas Darchei Torah,,,Oakland,Southfield Public School District,50.0,-1.0,98.0,,2.0,
1319,New Jersey,,South Amboy Elementary,,,Middlesex,,74.0,-1.0,96.0,1.4,,
1981,Ohio,2018-19,Xavier University Montessori,Private,Cincinnati,Hamilton,,18.0,22.22,11.11,,11.11,
482,Florida,2018-19,Lost Lake Elementary,,,,Lake,131.0,-1.0,96.95,1.526717557,,
438,Oregon,2018-19,Terra Linda Elementary,,,Washington,,58.0,94.82758621,90.8045977,,0.287356322,1.436781609
3237,California,2018-19,State Street Elementary,Public,South Gate,Los Angeles,,121.0,98.0,97.0,,,
1229,North Carolina,2018-19,Eastfield Global Magnet,,,McDowell,,45.0,-1.0,97.8,2.2,,
6237,California,2018-19,Marin Primary And Middle,Private,Larkspur,Marin,,22.0,86.0,86.0,,14.0,
571,Massachusetts,2018-19,Edmund Hatch Bennett,Public,Taunton,Bristol,,,97.0,-1.0,,3.2,
8052,California,2018-19,Yah Mamas,Private,Hawthrone,Los Angeles,,,-1.0,-1.0,,,
232,Virginia,2018-19,Red Oak / Sturgeon Elementary,,,Brunswick,Southside,30.0,-1.0,100.0,,,
1959,Illinois,2018-19,Sabin Elementary Magnet,,Chicago,Cook,,540.0,97.96296296,-1.0,0.37,0.19,
1782,Illinois,2018-19,Vandalia Elementary,,Vandalia,Fayette,,495.0,98.18181818,-1.0,1.62,,
3336,Illinois,2018-19,Warren Elementary,,Warren,Jo Daviess,,195.0,92.30769231,-1.0,3.08,,
1376,Florida,2018-19,Walden Lake Elementary,,,,Hillsborough,144.0,-1.0,93.06,1.388888889,1.388888889,
491,Illinois,2018-19,Arcola Elementary,,Arcola,Douglas,,385.0,99.74025974,-1.0,0.26,,
1600,North Carolina,2018-19,Renaissance West STEAM Academy,,,Mecklenburg,,87.0,-1.0,90.8,4.6,,
5362,California,2018-19,St. Francis,Private,Bakersfield,Kern,,36.0,95.0,95.0,,5.0,
528,Connecticut,2017-18,Kathleen H. Ryerson Elementary,Public,Madison,New Haven,,,87.5,-1.0,12.5,,
589,Texas,2018-19,New Frontiers Public Schools,,,Bexar,,,90.0,-1.0,,,
2134,Illinois,2018-19,Zion Lutheran,,Bethalto,Madison,,264.0,97.72727273,-1.0,1.89,,
705,Connecticut,2017-18,Saints Peter & Paul,Nonpublic,Waterbury,New Haven,,,-1.0,-1.0,,,
1375,New Jersey,,Clifton No 16,,,Passaic,,22.0,-1.0,95.4,4.6,,
1616,Pennsylvania,2017,Linville Hill Christian,,Paradise,,,22.0,77.3,-1.0,,,
1017,Ohio,2018-19,Columbus Bilingual Academy-North,Public,Columbus,Franklin,,54.0,94.44,87.04,,,
